Record_ID,Common_Name,Scientific_Name,Habitat_Type,IUCN_Status,Location,Latitude,Longitude,Biome,Obs_Depth_m,Water_Temp_C,Observation_Year
104457,Ocean Sunfish,Mola mola,Marine,Vulnerable,Atlantic Ocean,12.8092,57.4428,Ocean,247.2,5.1,2021
104465,Swordfish,Xiphias gladius,Marine,Least Concern,Arctic Ocean,-44.7817,41.5256,Ocean,354.8,3.8,2019
104473,Lobster,Homarus americanus,Marine,Least Concern,Indian Ocean,4.3474,-75.454,Ocean Floor,180.2,19.8,2014
104481,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Indian Ocean,54.145,104.5594,Deep Ocean,1090.4,2.9,2000
104489,Hagfish,Myxine glutinosa,Marine,Least Concern,Atlantic Ocean,39.6647,171.3171,Deep Ocean,185.8,22.8,2020
104497,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Caspian Sea,49.8411,46.3174,River/Sea,99.7,12.9,2016
104505,Flying Fish,Exocoetus volitans,Marine,Least Concern,Arctic Ocean,40.437,-129.4759,Ocean,42.6,18.1,2018
104513,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Maldives,25.1957,58.2581,Coral Reef,18.0,24.5,2009
104521,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Great Barrier Reef,4.0331,-127.5395,Coral Reef,21.8,28.3,2020
104529,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Caribbean Sea,-16.7493,-161.2736,Coral Reef,62.8,21.8,2019
104537,Blue Whale,Balaenoptera musculus,Marine,Endangered,Atlantic Ocean,-4.9544,-75.9343,Ocean,241.1,3.5,2004
104545,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Arctic Ocean,41.5445,-13.4789,Ocean,250.2,1.3,2020
104553,Sea Otter,Enhydra lutris,Marine,Endangered,Mediterranean Sea,-3.7416,-24.3651,Coast,34.0,23.2,2010
104561,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,California Coast,-27.1407,-9.949,Coast,8.2,24.5,2022
104569,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Amazon River,-28.3161,-135.604,River,4.2,26.1,2017
104577,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Indian Ocean,-26.9768,163.0406,Deep Ocean,3245.4,3.4,2003
104585,Stonefish,Synanceia verrucosa,Marine,Least Concern,Maldives,-19.7739,50.5946,Coral Reef,12.5,27.0,2008
104593,Puffer Fish,Arothron stellatus,Marine,Least Concern,Great Barrier Reef,16.7202,154.1795,Coral Reef,41.7,21.7,2015
104601,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Pacific Ocean,-72.9229,-77.5453,Ocean,480.5,4.0,2010
104609,Dragonfish,Stomias boa,Marine,Least Concern,Atlantic Ocean,-3.5695,141.2469,Deep Ocean,982.7,1.2,2018
104617,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Pacific Ocean,-53.1912,-61.9083,Deep Ocean,3590.9,5.7,2004
104625,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Arctic Ocean,-78.1029,-148.2584,Ocean,213.6,1.1,2008
104633,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Maldives,-6.9322,17.6093,Coral Reef,6.3,27.5,2005
104641,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,4.2977,48.6533,Lake/River,10.0,20.5,2016
104649,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Southern Ocean,65.5214,126.3143,Ocean,200.7,1.1,2002
104657,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Atlantic Ocean,-86.7656,76.9186,Lake,4.0,18.5,2008
104665,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Amazon River,-21.8603,43.1081,River,4.0,28.7,2005
104673,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Indian Ocean,-10.9131,-151.2958,Deep Ocean,760.2,5.7,2000
104681,Sailfish,Istiophorus platypterus,Marine,Least Concern,Pacific Ocean,45.0096,-98.7825,Ocean,11.0,23.1,2015
104689,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Amazon River,-16.0788,-127.881,River,0.0,22.0,2013
104697,Harbor Seal,Phoca vitulina,Marine,Least Concern,North Sea,27.6423,-118.684,Coast,403.5,1.5,2014
104705,Cone Snail,Conus geographus,Marine,Least Concern,Maldives,-5.5532,160.7948,Coral Reef,26.5,24.5,2023
104713,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,70.5749,168.8312,Arctic,191.3,1.8,2007
104721,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Caribbean Sea,22.8815,-108.9836,Coral Reef,17.1,21.6,2011
104729,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Southern Ocean,4.2078,132.2102,Ocean,26.4,20.6,2012
104737,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Atlantic Ocean,-70.6108,81.2659,Pond,2.0,14.0,2014
104745,Manta Ray,Mobula birostris,Marine,Vulnerable,Arctic Ocean,55.6595,138.2726,Ocean,970.8,1.9,2017
104753,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Indian Ocean,9.6924,36.7027,Ocean,107.6,29.3,2000
104761,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Great Barrier Reef,8.6879,134.2908,Coral Reef,8.1,29.8,2022
104769,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,81.2158,18.5835,Arctic,403.8,4.5,2024
104777,Krill,Euphausia superba,Marine,Least Concern,Atlantic Ocean,32.8824,0.9475,Ocean,1318.0,4.4,2002
104785,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Pacific Ocean,8.9991,-50.2338,Deep Ocean,842.3,1.5,2000
104793,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,Baltic Sea,62.932,156.1968,River/Ocean,21.1,16.3,2005
104801,Common Frog,Rana temporaria,Freshwater,Least Concern,Pacific Ocean,-17.0221,-160.0117,Pond,0.0,19.3,2023
104809,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,20.8951,106.7456,Mangrove,0.0,20.8,2001
104817,Remora,Remora remora,Marine,Least Concern,Atlantic Ocean,-52.0522,-162.2326,Ocean,121.3,23.1,2024
104825,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,2.7488,116.0235,Sea Grass,21.6,28.8,2005
104833,Parrotfish,Scarus gibbus,Marine,Least Concern,Great Barrier Reef,-18.5418,-135.4719,Coral Reef,17.5,23.4,2003
104841,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Caribbean Sea,5.6191,36.5643,Coral Reef,6.3,18.3,2006
104849,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,-12.0427,109.8116,Estuary,1.7,19.1,2023
104857,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Atlantic Ocean,-50.8541,170.2341,Coastal,3.9,26.2,2016
104865,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Indian Ocean,46.748,51.0481,Deep Ocean,456.8,3.7,2019
104873,Dugong,Dugong dugon,Marine,Vulnerable,Mediterranean Sea,21.3841,14.2113,Coast,2.3,27.6,2020
104881,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Pacific Ocean,13.39,18.7193,Deep Ocean,600.0,1.2,2007
104889,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,25.8852,99.9192,Mangrove,3.0,16.2,2013
104897,Barracuda,Sphyraena barracuda,Marine,Least Concern,Atlantic Ocean,41.322,12.0952,Ocean,70.9,28.4,2010
104905,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-0.0439,-91.5828,Galapagos,10.0,18.4,2010
104913,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Caribbean Sea,8.0806,-125.3038,Coral Reef,15.9,27.4,2022
104921,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Mississippi River,21.739,-52.6328,River,2.2,24.0,2014
104929,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Southern Ocean,-87.9735,70.7574,Ocean,518.2,6.0,2020
104937,Wobbegong,Orectolobus maculatus,Marine,Least Concern,North Sea,-21.4734,131.1021,Coast,68.7,28.5,2014
104945,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Mississippi River,32.226,-172.0084,River,4.5,20.6,2002
104953,Giant Squid,Architeuthis dux,Marine,Least Concern,Pacific Ocean,39.244,12.9927,Deep Ocean,456.6,4.1,2019
104961,Whale Shark,Rhincodon typus,Marine,Endangered,Pacific Ocean,-59.5656,27.7397,Ocean,402.2,2.9,2021
104969,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,Bay of Bengal,17.449,-39.8171,Coast,7.9,18.2,2000
104977,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Atlantic Ocean,73.9012,-50.714,Ocean,50.0,28.5,2009
104985,Oarfish,Regalecus glesne,Marine,Least Concern,Indian Ocean,-37.3715,10.4533,Deep Ocean,904.3,5.0,2005
104993,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,-15.5548,-55.5219,Swamp,2.1,18.0,2024
105001,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-60.9919,-153.3787,Sub-Antarctic,114.4,1.9,2021
105009,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Caribbean Sea,3.8752,40.7174,Coral Reef,33.7,21.7,2023
105017,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Maldives,-23.8277,-156.2994,Coral Reef,13.8,26.1,2009
105025,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,76.1688,80.177,Arctic,260.7,1.7,2014
105033,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Caribbean Sea,15.908,156.4005,Coral Reef,34.7,24.1,2023
105041,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Pacific Ocean,62.2128,166.7711,Ocean,958.7,4.5,2015
105049,Killer Whale,Orcinus orca,Marine,Data Deficient,Southern Ocean,9.202,-10.4236,Ocean,207.7,3.6,2016
105057,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,71.5448,-176.3148,Arctic,701.7,4.9,2000
105065,Giant Clam,Tridacna gigas,Marine,Vulnerable,Maldives,6.3793,93.3373,Coral Reef,14.1,25.3,2012
105073,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,75.7694,-63.8894,Arctic,80.0,-0.5,2018
105081,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,California Coast,-17.944,152.025,Coast,16.3,22.1,2006
105089,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Atlantic Ocean,-7.4917,9.2779,Deep Ocean,945.7,5.2,2008
105097,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Pacific Ocean,-33.4797,55.0526,Deep Ocean,711.2,4.3,2016
105105,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Yangtze River,-21.0593,31.5736,River,3.0,15.3,2007
105113,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Indian Ocean,51.0876,-51.8587,Ocean,18.2,20.8,2021
105121,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Pacific Ocean,-66.9945,47.3182,Ocean,267.6,2.4,2005
105129,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Southern Ocean,89.4436,-7.7011,Ocean,556.5,3.4,2006
105137,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Maldives,-27.0694,71.3068,Coral Reef,8.3,24.8,2020
105145,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,North Atlantic,52.9145,-171.5287,River/Ocean,104.3,28.0,2002
105153,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Indian Ocean,-11.434,111.6053,Ocean,0.0,20.7,2003
105161,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Mississippi River,58.9973,-40.6649,River,2.0,14.0,2009
105169,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Pacific Ocean,3.5333,4.9501,Deep Ocean,1032.3,3.3,2022
105177,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Atlantic Ocean,18.3109,-86.3619,Ocean Floor,100.0,22.9,2002
105185,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Arctic Ocean,55.5373,101.4187,Ocean,888.9,2.0,2009
105193,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Amazon River,25.1863,-159.3609,River,1.4,12.8,2022
105201,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Yangtze River,-10.7095,-4.114,River,0.0,21.2,2009
105209,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,10.6304,-100.9225,Salt Lake,3.6,20.4,2000
105217,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Atlantic Ocean,-54.9262,-127.8776,Ocean,761.4,1.0,2005
105225,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Arctic Ocean,-40.6061,-59.7075,Ocean,94.8,25.8,2013
105233,Wahoo,Acanthocybium solandri,Marine,Least Concern,Indian Ocean,3.3947,44.2553,Ocean,120.5,26.2,2007
105241,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Pacific Ocean,52.6425,-178.4655,Deep Ocean,2797.0,3.9,2024
105249,Seahorse,Hippocampus kuda,Marine,Vulnerable,Caribbean Sea,26.2757,137.4032,Coral Reef,10.5,20.2,2008
105257,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Atlantic Ocean,16.2493,-78.4384,Ocean,211.0,2.0,2011
105265,Ocean Sunfish,Mola mola,Marine,Vulnerable,Arctic Ocean,-35.697,-99.4322,Ocean,213.2,4.5,2022
105273,Swordfish,Xiphias gladius,Marine,Least Concern,Indian Ocean,-18.8795,134.6916,Ocean,180.3,22.7,2015
105281,Lobster,Homarus americanus,Marine,Least Concern,Pacific Ocean,55.4582,-74.7891,Ocean Floor,451.8,5.8,2005
105289,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Pacific Ocean,30.0407,124.6287,Deep Ocean,861.1,5.7,2012
105297,Hagfish,Myxine glutinosa,Marine,Least Concern,Indian Ocean,50.6508,114.8442,Deep Ocean,186.8,20.6,2005
105305,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Black Sea,46.7251,40.9215,River/Sea,170.0,29.5,2002
105313,Flying Fish,Exocoetus volitans,Marine,Least Concern,Indian Ocean,-42.8196,80.2042,Ocean,96.8,18.2,2012
105321,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Caribbean Sea,20.0047,-10.2218,Coral Reef,14.6,21.7,2020
105329,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Maldives,-19.2765,176.2946,Coral Reef,45.3,20.4,2002
105337,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Great Barrier Reef,5.4913,-165.772,Coral Reef,93.8,19.3,2009
105345,Blue Whale,Balaenoptera musculus,Marine,Endangered,Arctic Ocean,67.8082,140.484,Ocean,240.1,2.2,2009
105353,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Indian Ocean,-78.6776,-143.9625,Ocean,557.1,1.0,2012
105361,Sea Otter,Enhydra lutris,Marine,Endangered,California Coast,-16.9925,104.6114,Coast,20.2,27.7,2023
105369,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,Bay of Bengal,-45.3504,-160.9072,Coast,30.0,27.3,2023
105377,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Mississippi River,24.4999,75.956,River,19.3,14.5,2016
105385,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Pacific Ocean,-37.687,-3.3241,Deep Ocean,3283.7,3.2,2007
105393,Stonefish,Synanceia verrucosa,Marine,Least Concern,Caribbean Sea,16.6336,-45.0851,Coral Reef,0.0,29.8,2023
105401,Puffer Fish,Arothron stellatus,Marine,Least Concern,Maldives,25.3068,-14.5184,Coral Reef,37.7,24.3,2016
105409,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Southern Ocean,75.1813,83.6501,Ocean,1209.2,2.3,2016
105417,Dragonfish,Stomias boa,Marine,Least Concern,Indian Ocean,50.8035,91.3545,Deep Ocean,200.0,22.3,2012
105425,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Atlantic Ocean,-25.0074,-35.7427,Deep Ocean,1088.4,1.9,2008
105433,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Indian Ocean,87.5676,-56.8577,Ocean,333.5,2.8,2006
105441,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Caribbean Sea,27.4529,126.701,Coral Reef,18.5,18.2,2018
105449,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,1.9108,60.8352,Lake/River,6.7,12.6,2017
105457,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Atlantic Ocean,44.8516,-105.0858,Ocean,341.5,2.5,2017
105465,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Arctic Ocean,-85.2777,41.5217,Lake,0.0,26.8,2011
105473,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Mississippi River,38.2956,49.3033,River,3.5,23.5,2007
105481,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Pacific Ocean,24.4226,-61.9571,Deep Ocean,755.9,2.0,2003
105489,Sailfish,Istiophorus platypterus,Marine,Least Concern,Southern Ocean,-86.8424,-131.6718,Ocean,200.8,1.5,2022
105497,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Mississippi River,39.6385,153.2613,River,0.0,19.7,2006
105505,Harbor Seal,Phoca vitulina,Marine,Least Concern,Gulf of Mexico,-33.898,74.2282,Coast,169.4,22.2,2008
105513,Cone Snail,Conus geographus,Marine,Least Concern,Caribbean Sea,-12.6191,-103.0723,Coral Reef,46.3,22.7,2021
105521,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,74.6058,114.2037,Arctic,211.2,3.8,2013
105529,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Great Barrier Reef,-13.9986,-114.3921,Coral Reef,7.9,25.1,2010
105537,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Atlantic Ocean,54.3107,163.7045,Ocean,76.2,23.6,2000
105545,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Arctic Ocean,-86.1754,-70.2287,Pond,0.4,19.8,2012
105553,Manta Ray,Mobula birostris,Marine,Vulnerable,Indian Ocean,-57.8595,100.5121,Ocean,215.3,5.4,2007
105561,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Pacific Ocean,36.7775,6.0067,Ocean,0.0,23.7,2014
105569,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Maldives,-16.0208,117.3902,Coral Reef,20.9,21.5,2002
105577,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,87.9499,148.1986,Arctic,343.9,1.6,2012
105585,Krill,Euphausia superba,Marine,Least Concern,Arctic Ocean,-8.3012,117.1699,Ocean,174.2,27.6,2024
105593,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Atlantic Ocean,49.5093,-124.4617,Deep Ocean,1030.3,2.8,2016
105601,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,North Atlantic,40.4024,3.6478,River/Ocean,11.2,24.4,2021
105609,Common Frog,Rana temporaria,Freshwater,Least Concern,Southern Ocean,48.6998,123.3813,Pond,0.9,17.5,2013
105617,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,27.8295,88.8235,Mangrove,1.0,19.1,2010
105625,Remora,Remora remora,Marine,Least Concern,Arctic Ocean,-33.8017,-176.7482,Ocean,136.1,22.5,2017
105633,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,3.925,-76.1995,Sea Grass,45.5,28.7,2020
105641,Parrotfish,Scarus gibbus,Marine,Least Concern,Maldives,-26.6378,109.51,Coral Reef,13.9,19.4,2009
105649,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Great Barrier Reef,-6.9123,-106.2731,Coral Reef,9.9,27.0,2021
105657,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,9.0765,138.8164,Estuary,5.0,25.9,2016
105665,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Arctic Ocean,-77.6878,48.838,Coastal,4.3,13.3,2009
105673,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Pacific Ocean,10.9761,53.1741,Deep Ocean,199.6,26.3,2008
105681,Dugong,Dugong dugon,Marine,Vulnerable,California Coast,4.3766,-31.1093,Coast,19.6,18.9,2012
105689,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Atlantic Ocean,0.6565,-152.0763,Deep Ocean,276.8,5.9,2012
105697,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,-9.4845,122.0993,Mangrove,0.2,15.1,2003
105705,Barracuda,Sphyraena barracuda,Marine,Least Concern,Arctic Ocean,6.0814,-53.6221,Ocean,41.8,29.7,2003
105713,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-0.4785,-89.5716,Galapagos,1.7,22.6,2004
105721,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Great Barrier Reef,-19.2683,104.435,Coral Reef,32.2,18.1,2019
105729,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Yangtze River,3.8604,-89.0115,River,5.0,29.9,2003
105737,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Atlantic Ocean,60.5502,-146.3906,Ocean,565.9,5.4,2004
105745,Wobbegong,Orectolobus maculatus,Marine,Least Concern,Gulf of Mexico,35.7117,94.2787,Coast,91.5,22.5,2004
105753,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Yangtze River,23.5367,19.3839,River,2.6,18.4,2015
105761,Giant Squid,Architeuthis dux,Marine,Least Concern,Atlantic Ocean,55.592,142.6073,Deep Ocean,692.8,2.6,2009
105769,Whale Shark,Rhincodon typus,Marine,Endangered,Southern Ocean,7.5536,170.6053,Ocean,1008.9,2.2,2008
105777,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,North Sea,-29.7506,-110.8636,Coast,18.1,27.9,2003
105785,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Arctic Ocean,41.2268,158.441,Ocean,413.5,3.1,2019
105793,Oarfish,Regalecus glesne,Marine,Least Concern,Pacific Ocean,7.7617,-107.8767,Deep Ocean,271.2,5.1,2009
105801,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,22.8496,-31.2496,Swamp,3.3,25.1,2006
105809,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-78.4129,150.2501,Sub-Antarctic,1376.1,2.9,2017
105817,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Great Barrier Reef,22.334,37.2221,Coral Reef,24.5,19.3,2002
105825,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Caribbean Sea,21.6595,94.3317,Coral Reef,17.8,25.2,2014
105833,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,88.0939,11.3322,Arctic,262.4,4.5,2011
105841,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Great Barrier Reef,11.5648,167.2735,Coral Reef,81.9,22.7,2020
105849,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Southern Ocean,88.535,173.2914,Ocean,365.2,2.4,2000
105857,Killer Whale,Orcinus orca,Marine,Data Deficient,Atlantic Ocean,34.5845,35.912,Ocean,155.6,26.0,2001
105865,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,84.8027,117.5565,Arctic,230.1,4.5,2022
105873,Giant Clam,Tridacna gigas,Marine,Vulnerable,Caribbean Sea,-10.1655,107.9138,Coral Reef,7.1,24.1,2008
105881,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,77.3096,-145.3539,Arctic,13.4,1.5,2018
105889,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,Bay of Bengal,9.6735,11.3921,Coast,20.0,26.0,2019
105897,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Indian Ocean,41.3657,138.4237,Deep Ocean,326.5,5.6,2021
105905,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Atlantic Ocean,-24.1817,126.0502,Deep Ocean,585.0,5.1,2020
105913,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Amazon River,-14.2014,-101.9887,River,0.0,25.4,2020
105921,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Pacific Ocean,2.7718,-108.9845,Ocean,23.6,22.7,2022
105929,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Southern Ocean,56.5462,94.3119,Ocean,731.3,5.3,2022
105937,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Atlantic Ocean,-30.566,-88.0243,Ocean,393.9,3.5,2020
105945,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Caribbean Sea,-20.928,-1.7324,Coral Reef,16.0,28.6,2012
105953,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,Pacific Northwest,39.4549,90.457,River/Ocean,91.1,20.9,2012
105961,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Pacific Ocean,4.0786,29.6075,Ocean,24.8,18.0,2020
105969,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Yangtze River,37.1451,-59.4048,River,5.0,20.8,2000
105977,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Atlantic Ocean,30.971,-154.4686,Deep Ocean,1849.6,3.8,2008
105985,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Arctic Ocean,16.5887,86.8214,Ocean Floor,51.2,18.3,2017
105993,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Indian Ocean,-22.0303,63.7858,Ocean,446.3,3.5,2005
106001,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Mississippi River,-0.7413,-146.2563,River,4.2,30.0,2018
106009,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Amazon River,49.4319,119.4769,River,3.1,27.4,2006
106017,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,41.3364,-83.6406,Salt Lake,3.3,21.5,2004
106025,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Arctic Ocean,69.9094,-157.7337,Ocean,1627.4,4.9,2023
106033,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Indian Ocean,67.9399,-76.295,Ocean,79.4,28.5,2009
106041,Wahoo,Acanthocybium solandri,Marine,Least Concern,Pacific Ocean,-45.1246,71.0405,Ocean,233.5,1.9,2006
106049,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Atlantic Ocean,-14.9333,174.0107,Deep Ocean,1132.4,2.1,2011
106057,Seahorse,Hippocampus kuda,Marine,Vulnerable,Great Barrier Reef,5.5555,-59.0373,Coral Reef,12.9,21.3,2006
106065,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Arctic Ocean,28.4238,-66.7553,Ocean,212.5,4.9,2012
106073,Ocean Sunfish,Mola mola,Marine,Vulnerable,Indian Ocean,-3.9148,108.0496,Ocean,326.7,3.8,2019
106081,Swordfish,Xiphias gladius,Marine,Least Concern,Pacific Ocean,60.1012,-123.3,Ocean,325.5,2.3,2022
